CHR,START,STOP,ENTREZ,GENE
6,97283303,98399872,101927314,AL589740.1
12,49951512,49962924,101927318,AC025154.2
1,74577430,74626098,101927320,ERICH3-AS1
18,9615264,9619363,101927323,PPP4R1-AS1
10,99526350,99531177,101927324,LINC01475
16,51017758,51035777,101927334,LINC02127
21,9369285,9376645,101927345,CR381653.2
3,73999805,74005609,101927346,LINC02047
3,6631689,6805449,101927347,GRM7-AS3
16,14018880,14021077,101927348,LINC02186
18,10405133,10414515,101927350,LINC01254
7,82009177,82029955,101927356,AC006145.1
9,74371531,74383530,101927358,AL355674.1
4,133075311,133149116,101927359,AC105383.1
2,104488458,104510509,101927360,LINC01103
2,545805,546667,101927362,LINC01875
4,32351038,32353220,101927363,LINC02353
16,51762519,51773173,101927364,LINC01571
20,47352561,47354633,101927377,AL031666.1
7,84532476,84584322,101927378,AC003984.1
5,122628952,122730685,101927379,LINC02201
10,128181032,128317726,101927381,LINC01163
3,7952805,8611924,101927394,LMCD1-AS1
10,101176323,101194147,101927396,LINC01514
2,64522187,64524093,101927402,AC008074.3
2,194344269,194419645,101927406,LINC01821
18,10661933,10666887,101927410,AP001180.1
19,32102088,32105916,101927411,LINC01782
1,80535755,80646788,101927412,LINC01781
3,9192493,9194453,101927416,SRGAP3-AS2
10,101252821,101263550,101927419,AL133387.2
7,87151423,87152420,101927420,AC005076.1
11,797511,799190,101927423,PANO1
2,113512463,113515485,101927424,LINC01961
1,144276484,144305180,101927429,AC245595.2
18,67808505,67814822,101927430,LINC01903
2,194730595,194761435,101927431,LINC01790
1,81513880,81557702,101927434,AL138799.4
2,64846130,64863626,101927438,LINC01800
7,90335223,90391455,101927446,GTPBP10
22,43275955,43283830,101927447,Z99756.1
9,79135422,79145674,101927450,AL512634.1
3,133246106,133257188,101927455,TMEM108-AS1
8,110937690,111027433,101927459,LINC01608
5,125493261,125602227,101927460,LINC02240
12,126095992,126103935,101927464,LINC02359
16,54845189,54929189,101927480,CRNDE
18,70335439,70352459,101927481,LINC01909
2,196260024,196264204,101927482,AC020571.1
8,111098961,111236203,101927487,LINC01609
10,131095218,131095777,101927489,TCERG1L-AS1
2,105097052,105102944,101927492,UTAT33
3,86481943,86496996,101927494,LINC02070
11,61588494,61607550,101927495,AP002754.1
7,92836483,92917187,101927497,AC002454.1
1,82973882,82986208,101927498,LINC01361
9,81689713,81776900,101927502,AL591368.1
8,119062942,119068782,101927513,AC107953.2
10,104474939,104480274,101927523,AL161646.1
22,44443327,44444788,101927526,LINC01656
12,126191263,126361065,101927531,AC005885.1
1,230002730,230007162,101927532,LINC01736
2,65436711,66084639,101927533,AC007389.1
2,2870558,2871231,101927534,AC011995.1
17,57600856,57608412,101927539,AC007431.1
20,50172550,50176671,101927541,LINC01273
8,120761253,120776832,101927543,AC104958.1
2,197250858,197302519,101927547,ANKRD44-IT1
7,99013165,99048240,101927550,AC004893.2
1,230592660,230595583,101927553,LINC01737
2,2895048,3126026,101927554,LINC01250
17,57522248,57523597,101927557,AC007431.2
1,83575776,83861023,101927560,LINC01725
3,14348451,14352568,101927565,LINC01267
18,22723491,22907721,101927571,AC090912.2
9,84063443,84094577,101927575,AL390838.1
16,59855353,60053973,101927580,LINC02141
17,57744481,57745312,101927581,CCDC182
20,50310711,50321342,101927586,LINC01271
1,83575776,83861023,101927587,LINC01725
8,124192671,124247398,101927588,AC090921.1
10,132943967,132965289,101927590,LINC01166
12,126915203,127060401,101927592,LINC02405
2,197197991,197199273,101927596,AC013264.1
19,36573070,36594708,101927599,ZNF529-AS1
1,230874846,230879015,101927604,AL118511.1
18,74409415,74413209,101927606,LINC01922
8,124462485,124474576,101927612,RNF139-AS1
12,127324155,127340072,101927616,LINC02375
14,53153354,53157528,101927620,AL356020.1
19,36685440,36687449,101927621,LINC01534
7,17405479,17558909,101927630,AC019117.1
20,50930984,50945134,101927631,ADNP-AS1
4,143912331,143982454,101927636,AC093890.3
12,127631248,127636467,101927637,LINC02411
2,199608068,199659132,101927641,LINC01877
18,14969001,14970468,101927642,LINC01444
16,65141756,65176713,101927650,LINC02126
12,58565960,58781747,101927653,LINC02388
8,126325495,126329535,101927657,AC087667.1
4,145497073,145502971,101927659,SMAD1-AS2
2,67086446,67311439,101927661,LINC01828
17,58076891,58083204,101927666,AC015813.3
19,37251912,37265535,101927667,LINC01535
10,133246478,133247891,101927671,MIR202HG
20,51831797,51862912,101927678,LINC01429
11,2328749,2377992,101927682,CD81-AS1
1,232727254,232742715,101927683,LINC01744
6,113623535,113650074,101927686,AL357519.1
17,58519837,58556977,101927688,SEPT4-AS1
14,56514331,56551309,101927690,AL355103.1
10,114764788,114779903,101927692,AL137025.1
12,128118217,128121952,101927694,LINC02368
5,158320683,158409773,101927697,LINC02227
18,31101588,31162789,101927698,DSCAS
20,52210645,52650431,101927700,LINC01524
2,67796054,67825562,101927701,LINC01812
14,60240121,60248765,101927702,AL157756.1
10,117158656,117169059,101927704,MIR3663HG
11,3429758,3581211,101927708,AC127526.4
18,77971294,77993722,101927715,LINC01029
18,31343368,31426988,101927718,DSG1-AS1
7,101299613,101301270,101927721,LNCPRESS1
22,47461299,47487111,101927722,LINC01644
16,66469796,66481230,101927726,BEAN1-AS1
17,909632,911212,101927727,AC087392.1
12,129208601,129212662,101927735,TMEM132D-AS2
5,159100483,159117478,101927740,LINC02202
21,15370500,15627342,101927745,AJ009632.2
15,100892859,100919283,101927751,AC015712.2
17,59964832,59996972,101927755,AC005702.1
5,132630589,132664272,101927761,TH2LCRR
10,933026,942743,101927762,AL359878.2
1,234372807,234373593,101927765,AL355472.1
5,159776772,159871384,101927766,LINC01847
6,113969701,114471705,101927768,HDAC2-AS2
7,20296708,20311712,101927769,AC099342.1
14,61556313,61570653,101927780,AL355916.1
1,234646289,234683176,101927787,AL160408.1
16,88881038,88887136,101927793,AC092384.2
2,200780495,200812170,101927795,AC007163.1
20,55420336,55427197,101927796,LINC01441
8,133775551,133777352,101927798,AC090821.1
3,140505611,140508789,101927808,CLSTN2-AS1
18,36179996,36187448,101927809,AC023043.1
8,2589985,2623382,101927815,AC245123.1
21,21746973,21797415,101927821,LINC01425
8,133886496,133902407,101927822,AC110741.1
11,65789051,65790868,101927828,OVOL1-AS1
3,20174244,21145967,101927829,SGO1-AS1
3,142960650,143001559,101927832,PAQR9-AS1
5,164448422,164467402,101927835,LINC02143
16,67481314,67505063,101927837,AC009061.2
17,2232680,2233610,101927839,AL450226.1
21,22008944,22098459,101927843,LINC01687
8,134849935,134881899,101927845,AC103764.1
4,149154295,149278123,101927849,LINC02355
1,234957342,234970062,101927851,AL391832.2
17,61361668,61400243,101927855,AC005746.2
5,168229583,168232357,101927862,CTB-178M22.2
3,146921923,146925218,101927866,LINC02010
21,24304550,24321377,101927869,LINC01689
7,103445207,103514007,101927870,AC005064.1
9,90300902,90433505,101927873,LINC01508
1,18065657,18074412,101927876,LINC01654
17,62808500,62836371,101927877,AC068512.1
2,75524068,75542706,101927884,AC007099.1
1,88537513,88685204,101927891,PKN2-AS1
18,40066286,40099233,101927900,LINC01477
12,67709047,67729475,101927901,LINC02421
12,8235415,8242564,101927905,LINC02449
2,76985965,77009791,101927907,AC079117.1
5,167164934,167168401,101927908,AC091819.1
17,2962248,2965895,101927911,AC015921.1
7,157466231,157499716,101927914,AC006372.3
11,8060038,8069373,101927917,TUB-AS1
18,44323436,44531697,101927921,LINC01478
12,67929235,67970017,101927922,LINC01479
2,129923177,129946703,101927924,LINC01856
2,77915934,77918011,101927926,LINC01851
19,41535183,41536904,101927931,LINC01480
5,134506552,134509229,101927934,LINC01843
18,44676927,44679717,101927943,AC120049.1
2,78088730,78127806,101927948,AC012494.1
6,5664985,5695272,101927950,AL022097.1
5,135038831,135040047,101927953,C5orf66-AS1
16,72283301,72665009,101927957,LINC01572
10,4051726,4089013,101927964,AC025822.2
6,5451683,5458075,101927972,AL021328.1
21,28116094,28228667,101927973,LINC01695
2,79493716,79500844,101927987,AC010975.1
1,152930040,152949210,101927988,LINC01527
18,76491652,76493918,101927989,AC018413.1
3,150238519,150240209,101927992,LINC01213
2,131637025,131649615,101927994,LINC01087
17,5111468,5115004,101928000,AC012146.1
11,9839143,9929263,101928008,AC011092.2
1,153174518,153191676,101928009,AL161636.1
7,112622378,112708080,101928012,AC002463.1
1,20184242,20186486,101928017,UBXN10-AS1
2,83522814,83523502,101928031,LINC01809
5,170389493,170422844,101928033,CTD-2270F17.1
16,74054151,74296762,101928035,AC009120.6
7,112954646,112995634,101928036,HRAT17
9,93955597,93959140,101928040,BARX1-AS1
1,22023990,22026048,101928043,LINC01635
4,162022733,162047567,101928052,AC023136.1
11,10809297,10822931,101928053,AC116535.1
12,69904033,70243360,101928062,LINC01481
19,43996896,44002836,101928063,AC006213.1
11,66473490,66480233,101928069,AP002748.3
14,70608798,70641298,101928075,AL357153.1
1,94613814,94855426,101928079,SLC44A3-AS1
3,150703564,150720146,101928085,ERICH6-AS1
8,142638596,142640648,101928087,AC108002.3
1,95061596,95067545,101928098,AC095033.1
12,10363769,10398506,101928100,AC022075.1
17,68591796,68763882,101928104,LINC01482
21,33111699,33123703,101928107,AP000289.1
8,143080457,143083001,101928108,LY6L
2,239401436,239402364,101928111,AC062017.1
1,95163219,95233982,101928118,AC092802.1
11,13921450,13924863,101928132,AC022240.1
15,33303657,33310659,101928134,AC055874.1
5,173707614,173746211,101928136,LINC01484
12,73159190,73208317,101928137,LINC02444
17,70051277,70068095,101928141,LINC01028
14,73275107,73463642,101928143,NUMB
18,49499390,49501860,101928144,AC091170.1
21,34400317,34401072,101928147,C21orf140
4,165684639,165762778,101928151,LINC01179
3,37745432,37861780,101928153,ITGA9-AS1
20,62352995,62356480,101928158,LAMA5-AS1
8,143684452,143713898,101928160,ZNF707
2,133264968,133284762,101928161,AC010890.1
12,10750234,10777444,101928162,LINC02366
17,71097775,71202177,101928165,CASC17
18,53579623,53581059,101928167,LINC01917
7,29122274,29514328,101928168,CHN2
15,34755084,34812923,101928174,AC087457.1
2,132915557,132931494,101928185,AC016909.2
3,155240945,155243144,101928190,LINC01487
11,69012283,69018447,101928200,MRGPRF-AS1
16,76634998,76658478,101928203,LINC02125
17,72072333,72093481,101928205,LINC02097
15,37984766,38062340,101928227,LINC02345
21,42599280,42615058,101928233,LINC01671
19,9538733,9539734,101928238,AC008567.3
1,96254069,96374125,101928241,LINC01787
16,79676108,79807922,101928248,LINC01229
17,73513612,73521407,101928251,AC124804.1
7,125229579,125264291,101928254,AC019155.2
17,9171068,9179118,101928266,AC005695.1
1,99472332,99600995,101928270,LINC01708
2,20859771,20861661,101928271,AC012361.1
16,80566794,80572808,101928276,LINC01227
6,68226972,68329899,101928280,AL593854.1
7,125172218,125379321,101928283,AC010099.4
4,171289475,171298267,101928288,AC108074.1
19,49368705,49388081,101928295,AC010643.1
10,10058722,10063502,101928298,AL138775.1
1,26209741,26229840,101928303,AL355877.1
6,68629962,68635027,101928307,AL391807.1
21,42777819,42779994,101928311,LINC01668
10,10418739,10462349,101928322,AL583859.2
2,216870772,216871639,101928327,LINC01921
7,127215127,127229921,101928333,AC000099.1
12,15001833,15006683,101928340,LINC01489
17,74599840,74607229,101928343,AC064805.1
2,88538720,88575610,101928371,AC104134.1
1,160932465,160949922,101928372,AL354714.1
3,159913400,160225299,101928376,IL12A-AS1
9,65219987,65230861,101928381,AL512605.1
2,143937073,143964156,101928386,AC016910.1
15,41972763,41999094,101928388,PLA2G4E-AS1
21,43358147,43362349,101928399,LINC01679
7,56534230,56538130,101928401,AC092447.5
1,163161675,163213023,101928404,AL499616.1
3,165150006,165158062,101928405,LINC02023
12,132329850,132331575,101928416,AC148477.1
16,82953230,82990298,101928417,AC125793.1
17,12671862,12706135,101928418,AC005358.1
12,80763154,80770717,101928420,LINC01490
11,102452919,102462008,101928424,AP001830.1
21,38974429,38977774,101928435,LINC01700
9,99585786,99819889,101928438,AL359710.1
11,33774699,33775670,101928440,FBXO3-AS1
12,23099368,23191587,101928441,AC087258.1
15,47803384,47846236,101928442,LINC01491
11,70056230,70065371,101928443,AP003555.1
5,179595904,179603741,101928445,AC136604.2
16,82773319,82829638,101928446,AC099506.1
5,56511567,56606232,101928448,C5orf67
12,81953719,81993133,101928449,LINC02426
1,29329620,29350114,101928460,LINC01756
19,11987617,12046275,101928464,AC008770.1
9,101468439,101481502,101928470,TMEM246-AS1
12,24223271,24237965,101928471,SOX5-AS1
17,15014805,15052276,101928475,AC005772.1
1,105587575,105618958,101928476,LINC01676
4,173897252,173929525,101928478,LINC02269
6,73693903,73696131,101928489,AL590428.1
9,103140523,103325034,101928496,LINC01492
4,174094660,174220398,101928509,LINC02268
17,76799044,76807102,101928514,LINC02080
6,74069451,74690727,101928516,AL357507.1
19,51152923,51181966,101928517,AC063977.6
4,652850,656213,101928521,AC107464.1
9,135503273,135506447,101928525,AL161452.1
15,55317184,55319161,101928527,PIGBOS1
12,132887842,132888583,101928530,AC127070.2
11,106250019,106264905,101928535,AP002001.1
11,38646476,38674241,101928536,LINC01493
2,218900811,218930636,101928537,LINC01494
5,57890327,57899162,101928539,LINC02225
9,104080024,104093073,101928550,SMC2-AS1
11,72570660,72573229,101928555,LINC01537
16,85792415,85792933,101928557,AC018695.3
14,81605347,81623061,101928559,LINC01467
17,15806241,15817742,101928567,LINC02087
19,51888025,51900463,101928571,ZNF649-AS1
11,74311362,74324705,101928580,P4HA3-AS1
3,170418865,170860380,101928583,CLDN11
4,175790307,175812189,101928590,AC097537.1
1,169104124,169104907,101928596,AL031726.1
12,133030389,133037222,101928597,AC073911.1
5,58541567,58558243,101928600,LINC02108
6,77690658,77926974,101928601,MEI4
19,2458935,2462185,101928602,LINC01775
6,24797321,24798889,101928603,C6orf229
9,136648610,136660421,101928612,HSPC324
16,86720688,86721954,101928614,LINC02189
7,36095272,36100653,101928618,AC083864.3
4,33776347,34039893,101928622,AC016687.3
1,585989,827796,101928626,AL669831.3
12,27389789,27446625,101928646,ARNTL2-AS1
5,61658474,61698432,101928651,AC026746.1
4,177729638,177907936,101928656,LINC01099
16,87317509,87318043,101928659,AC010531.6
6,146594516,146598931,101928661,AL359547.1
1,173417793,173461362,101928673,AL645568.1
17,78360453,78373911,101928674,AC061992.1
16,87262759,87292438,101928682,AC010531.4
3,176814155,176817001,101928684,LINC01209
10,52450874,52470533,101928687,LINC01468
15,58434890,58498735,101928694,LIPC-AS1
1,174934947,174954261,101928696,Z99127.1
7,147080934,147097609,101928700,AC006004.1
16,30355441,30357104,101928707,AC106782.2
16,87212122,87226430,101928708,AC136285.1
17,78617389,78632057,101928710,LINC02081
1,111680630,111755824,101928718,FAM212B
15,58768072,58770974,101928725,AC090515.2
1,26692132,26694131,101928728,AL512408.1
12,93707791,93737823,101928731,AC012085.2
7,149398204,149401456,101928733,AC004941.1
4,183233628,183240634,101928734,WWC2-AS1
16,87492555,87515635,101928737,AC092720.1
17,79919357,79925462,101928738,LINC01978
3,179101366,179147973,101928739,AC076966.1
7,40964667,40979939,101928744,LINC01450
9,115119539,115138409,101928748,AL162425.1
1,175877343,175880468,101928751,LINC01657
13,112313467,112321758,101928752,LINC01043
17,79915252,79926725,101928766,LINC01979
5,66507544,66511604,101928769,LINC02229
6,81813286,81814157,101928770,LINC01526
7,41101604,41133507,101928773,LINC01449
9,115739663,115744239,101928775,AL731897.1
4,38420662,38523180,101928776,LINC01258
1,177700524,177710330,101928778,LINC01741
7,131897641,131948953,101928782,AC009518.1
15,60479178,60630637,101928784,RORA-AS1
3,179898229,179921895,101928790,PEX5L-AS2
14,88018605,88036319,101928791,AL157955.2
7,42661726,42706447,101928795,LINC01448
9,117648606,117657027,101928797,AL161630.1
4,75980790,76005942,101928809,AC112719.2
6,85387219,85390186,101928820,AL135903.2
11,112393118,112621729,101928823,AP003063.1
10,19710328,19728550,101928834,AL157895.1
11,76782581,76783062,101928837,AP003119.2
15,24441127,24447967,101928840,PWRN3
19,5847467,5858239,101928844,AC024592.2
19,14333743,14343916,101928845,LINC01842
1,113924000,113929492,101928846,HIPK1-AS1
11,112959279,112963460,101928847,AP000802.1
15,61598514,61605241,101928850,AC104574.1
4,57425872,57465986,101928851,LINC02380
17,80801640,80805632,101928855,AC016245.1
5,1173141,1178605,101928857,CTD-3080P12.3
5,67379378,67805238,101928858,AC112206.2
11,78423982,78429836,101928865,AP003086.1
16,88194281,88195217,101928880,LINC02182
2,233012614,233015885,101928881,AC106876.1
3,180602858,180871005,101928882,CCDC39
19,56066684,56078801,101928886,LINC01864
10,64901136,64924518,101928887,AC024600.1
22,20957092,20964679,101928891,LINC01637
11,46123573,46177106,101928894,AC024475.4
11,78533176,78558565,101928896,AP003110.1
14,90642638,90648894,101928909,AL096869.2
13,25172828,25180079,101928922,LINC00463
5,69477472,69502466,101928924,AC145146.2
3,50266641,50267371,101928931,SEMA3B-AS1
12,99093359,99105011,101928937,AC117377.1
11,114360635,114380045,101928940,AP002518.1
4,81164940,81193395,101928942,AC139722.1
11,47270657,47272110,101928943,AC018410.1
11,80751200,80762826,101928944,AP002759.1
4,189659605,189661486,101928971,LINC01262
1,181174484,181182208,101928973,LINC01732
4,83796436,84293412,101928978,AC079160.1
19,56536156,56538575,101928982,AC005498.2
15,63928274,63935953,101928988,AC015914.1
11,81879851,82718082,101928989,MIR4300HG
3,184756389,184773155,101928992,LINC02069
10,69215333,69232490,101928994,AL596223.1
3,51873596,51875767,101928999,IQCF5-AS1
14,92905697,92907482,101929002,LINC02287
6,29223973,29290440,101929006,AL672167.2
20,1633508,1648472,101929010,SIRPG-AS1
11,116639422,116658252,101929011,AP000770.1
4,12223451,12251286,101929019,LINC02270
1,116423724,116478842,101929023,LINC01762
12,31363481,31369301,101929027,LINC02387
5,1855970,1856568,101929034,LINC02116
10,25651712,25732935,101929052,LINC00836
3,52239258,52241097,101929054,AC006252.1
12,103151842,103168309,101929058,AC068643.2
19,56690686,56799646,101929059,ZIM2-AS1
4,86117912,86219926,101929064,AC104827.1
8,18084868,18096394,101929066,AC124242.1
1,185001527,185008683,101929069,LINC01633
4,13655179,13977075,101929071,LINC01182
6,31394289,31395495,101929072,AL645933.2
1,9672426,9687555,101929074,PIK3CD-AS2
15,67834310,67838879,101929076,AC009292.1
14,95329584,95335504,101929080,LINC02292
5,1887332,1900493,101929081,CTD-2194D22.4
5,74322486,74328297,101929082,LINC01333
12,103547794,103559815,101929084,LINC02401
7,47621939,47629893,101929086,LINC01447
1,185558372,185628527,101929093,LINC01350
4,15004942,15427914,101929095,AC098829.1
1,117025482,117059490,101929099,AL445231.1
3,187197090,187207629,101929106,AC007920.1
5,76606608,76608970,101929109,AC026725.1
12,105704203,105744062,101929110,CASC18
6,31441667,31446973,101929111,LINC01149
9,126270121,126275918,101929116,AL162391.1
4,17171757,17186059,101929123,AC006231.1
19,22520995,22527949,101929124,AC011467.1
9,72674,88826,101929127,PGM5P3-AS1
8,9189011,9202854,101929128,AC022784.1
3,187291272,187297933,101929130,AC007920.2
13,41132939,41236686,101929140,AL354696.2
19,23046958,23061752,101929144,LINC01858
10,73495525,73520070,101929145,PPP3CB-AS1
1,119140396,119275973,101929147,AL359915.2
15,70570958,70586606,101929151,LINC02204
3,190120964,190144846,101929152,P3H2-AS1
5,4773481,4774865,101929153,LINC02114
3,57693205,57696596,101929159,AC114480.1
12,107736555,107759968,101929162,AC007622.2
19,23015075,23023697,101929164,LINC01859
8,21298206,21309449,101929172,AC021355.1
1,11609531,11613355,101929181,LINC01647
1,193304745,193365953,101929184,LINC01031
8,10474565,10481974,101929191,LINCR-0001
4,27217479,27282225,101929199,LINC02261
20,5507875,5510002,101929207,LINC01729
4,94117792,94207556,101929210,AC096746.1
5,80052374,80083654,101929215,CTD-2201I18.1
11,90251232,90915052,101929222,DISC1FP1
1,200669507,200694250,101929224,AL445483.1
11,120867933,120894797,101929227,AP004147.1
8,22877972,22888022,101929237,AC037441.1
3,58824437,59019093,101929238,C3orf67-AS1
6,163042557,163054161,101929239,PACRG-AS2
14,97458816,97581601,101929241,LINC02325
6,34696317,34697470,101929243,AL451165.2
20,6446723,6528459,101929244,CASC20
2,150552532,150572221,101929260,LINC01920
5,7346986,7347977,101929261,LINC02123
20,7146467,7254202,101929265,LINC01428
8,48551567,48698510,101929268,AC022915.2
8,11062647,11067089,101929269,AF131215.3
20,7302056,7307432,101929288,LINC01751
11,95150539,95234104,101929295,AP000787.1
6,166236969,166256947,101929297,AL121956.1
9,3526723,3691814,101929302,RFX3-AS1
10,77147652,77150100,101929310,KCNMA1-AS2
8,24490312,24514829,101929315,AC024958.1
10,76888044,76980624,101929328,KCNMA1-AS1
20,9505180,9514998,101929329,LAMP5-AS1
9,129282458,129285728,101929331,AL161785.1
15,74478070,74490286,101929333,AC012435.1
3,64561322,64592757,101929335,ADAMTS9-AS1
3,194247648,194257772,101929337,LINC02037
5,9511333,9518086,101929338,SEMA5A-AS1
11,124759129,124765936,101929340,AP000866.2
8,52194362,52199580,101929341,AC021915.1
9,4676600,4679502,101929351,CDC37L1-AS1
4,100190033,100215505,101929353,AP001961.1
22,23433564,23435071,101929374,LINC01659
2,156011530,156254950,101929378,LINC01876
12,203642,205094,101929384,AC007406.4
16,921033,934495,101929387,LMF1-AS1
2,6366010,6375422,101929390,LINC01247
8,28696198,28701464,101929402,EXTL3-AS1
1,30013952,30037612,101929406,LINC01648
5,10493527,10502728,101929412,LINC02212
20,10875333,10909272,101929413,AL050403.1
8,56445807,56552067,101929415,AC012349.1
6,168242938,168262581,101929420,AL606970.3
14,101120856,101123542,101929422,LINC02285
5,88883328,89466398,101929423,MEF2C-AS1
11,126652852,126682104,101929427,AP001783.1
9,10613202,10620420,101929428,PTPRD-AS2
15,76174891,76181486,101929439,AC091100.1
1,204141408,204143009,101929441,AL592146.1
10,42871521,42874060,101929445,AL365199.1
4,103256159,103453658,101929448,LINC02428
8,29748309,29798492,101929450,LINC02099
2,7062727,7077880,101929452,AC068481.1
15,77525540,77534110,101929457,AC046168.1
6,169034197,169035642,101929460,AL109924.2
1,33350352,33363245,101929464,AL513327.2
4,104490965,104697592,101929468,CXXC4-AS1
12,2849039,2857083,101929469,AC005841.2
8,29815004,29854543,101929470,AC131254.1
5,15602189,15607348,101929472,CTD-2350J17.1
11,127067002,127101320,101929473,AP001993.1
15,77660052,77668074,101929478,LINGO1-AS2
6,169158092,169162924,101929484,LINC01615
20,12865202,12952519,101929486,LINC01722
8,57343787,57364857,101929488,AC068075.1
11,127271029,127337033,101929497,AP003481.1
6,169175304,169182740,101929504,AL136129.1
5,16373361,16440081,101929505,LINC02150
17,82290046,82292814,101929511,LINC01970
11,128526142,128530389,101929517,AP003397.1
10,37309185,37347031,101929520,LINC00993
6,169213254,169239565,101929523,BX322234.1
5,16615926,16629969,101929524,AC022113.1
20,18674395,18698709,101929526,AL121900.1
8,58255771,58272119,101929528,AC092819.1
4,105746245,105827172,101929529,AC008243.1
1,39788976,39790171,101929536,AL033527.3
11,128629653,128686922,101929538,AP001122.1
22,26903292,26920611,101929539,LINC01422
5,17404019,17441694,101929544,LINC02217
12,4700417,4720102,101929549,AC005833.2
2,7886770,7899655,101929551,AC007463.1
17,82713908,82716255,101929552,AC024361.2
11,129612116,129617269,101929557,LINC01395
9,23500691,23672387,101929563,AL445623.2
1,212545694,212556065,101929565,LINC01740
2,8559833,8583792,101929567,LINC01814
2,162768936,162797972,101929570,AC011900.1
10,80529597,80535942,101929574,AC021028.1
4,106003317,106022478,101929577,AC109361.1
9,25780056,25812968,101929582,LINC01241
9,40497850,40566779,101929583,AMYH02020865.1
12,5233997,5243151,101929584,LINC02443
15,80554609,80562944,101929586,AC108451.1
20,21154023,21218289,101929591,KIZ-AS1
1,43709392,43727343,101929592,AL451062.1
4,107863479,107978799,101929595,AC096564.1
9,26955780,26956295,101929602,IFT74-AS1
3,107430930,107463912,101929607,LINC01990
20,21610787,21703585,101929608,LINC01726
9,31371611,31381490,101929620,LINC01243
3,108125821,108138610,101929623,LINC01215
10,85193421,85197958,101929624,LINC01519
1,46134531,46139081,101929626,AL358075.2
1,218043505,218059140,101929631,LINC01653
14,104661120,104665558,101929634,LINC02280
11,131662131,131663583,101929637,NTM-AS1
1,46446673,46451281,101929651,LINC01398
11,131502759,131540867,101929653,AP003025.2
13,52128891,52132723,101929657,AL139082.1
10,85432863,85448961,101929662,AC025428.2
20,22263065,22284029,101929663,LINC01427
2,165957399,166301784,101929680,AC010127.1
10,85449592,85491996,101929684,LINC01520
20,22587522,22607517,101929685,LINC01384
9,33732975,33738416,101929688,LINC01251
15,82088594,82097694,101929690,LINC01583
17,40340867,40343136,101929693,RARA-AS1
3,112736447,112749319,101929694,LINC02042
5,139741349,139746223,101929696,PSD2-AS1
20,32509959,32520285,101929698,AL034550.2
15,86078809,86116717,101929701,LINC01584
6,43995723,44074652,101929705,AL109615.3
8,89609409,89757727,101929709,AF117829.1
5,95962001,96631085,101929710,AC104123.1
3,113142350,113167819,101929717,LINC02044
14,20995837,20999163,101929718,AL355922.2
5,140157319,140173051,101929719,AC011379.2
1,49257411,49269285,101929721,AL590432.1
2,41931599,41933723,101929723,LINC01914
6,44216939,44218236,101929726,AL139392.1
1,220829255,220832429,101929730,LINC01352
2,10878269,10885118,101929733,LINC01954
7,67335976,67340024,101929736,LINC01372
4,118664087,118685341,101929741,AC110079.2
15,88585566,88605110,101929743,LINC01586
5,38148480,38153715,101929745,LINC02119
20,33787373,33811097,101929746,ZNF341-AS1
3,114445521,114529452,101929754,ZBTB20-AS5
8,69834111,69854971,101929759,AC079089.1
22,31292499,31338021,101929760,PIK3IP1-AS1
15,90660234,90664967,101929765,LINC01585
3,196631498,196632587,101929769,LINC01063
1,221827666,221840666,101929771,LINC01655
17,46762506,46833154,101929777,WNT3
1,145572345,145607858,101929780,NBPF25P
1,120985692,121052167,101929798,AC241377.2
12,56041853,56044675,101929876,RPS26
8,42233675,42271197,101929897,AC083973.1
1,41375004,41375669,101929901,AC093151.2
2,126898882,126902097,101929926,AC114783.1
15,31923438,32173018,101929970,CHRNA7
1,13049476,13056491,101929983,PRAMEF27
15,33851785,33856809,101929988,AC010809.2
4,188777679,188796633,101930028,AC093909.4
1,16562319,16613562,101930059,NBPF1
19,42397128,42652355,101930071,LIPE-AS1
8,141434545,141437954,101930072,AC100803.3
7,35695214,35699413,101930085,AC018647.2
21,42496539,42497443,101930094,AP001625.3
21,8759077,8761335,101930100,LINC01666
1,209661364,209724125,101930114,AL031316.1
16,22092538,22156966,101930115,VWA3A
16,22206282,22288732,101930123,EEF2K
18,47022287,47023927,101930165,ELOA3B
14,90452063,90455117,101930294,LINC02317
4,173131928,173169652,101930370,AC105285.1
12,9367464,9397617,101930452,LINC02367
13,20938564,20949599,101930748,HNRNPA1P30
8,90592804,90606065,101937451,LINC01030
14,62134149,62139973,101954204,LINC00644
1,120942600,120942763,101954264,RNVU1-4
1,145281116,145281279,101954266,RNVU1-14
1,144412576,144412740,101954267,RNVU1-15
1,120942600,120942763,101954268,RNVU1-4
1,143699456,143699619,101954269,RNVU1-17
19,893484,893590,101954271,RNU6-9
1,148402715,148402875,101954272,RNVU1-3
1,148362370,148362533,101954273,RNVU1-1
14,32202045,32202151,101954275,RNU6-7
1,146052081,146052244,101954276,RNVU1-6
1,120850819,120850985,101954277,RNVU1-19
14,32203163,32203269,101954278,RNU6-8
1,168903905,169087005,101978719,LINC00970
3,50337511,50338300,102060282,RASSF1-AS1
6,32032713,32036258,102060414,C4B-AS1
12,53464468,53465057,102157401,PCBP2-OT1
5,69350984,69370013,102157402,AK6
4,152337655,152338098,102191832,FBXW7-AS1
12,53750447,53757034,102216268,CISTR
6,14280127,14285454,102216342,LINC01108
19,51685363,51693456,102238594,SPACA6P-AS
